OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
39228,CORDELE GA,1006,WM Supercenter,Retail,1215 E 16TH AVE,CORDELE,CRISP,GA,31015-1543,Open,6c4703b5-7aae-4ec5-a9fa-d3aa0e82c61d,-9324331.054,3758679.4196
39229,RICHLAND CENTER WI,1007,WM Supercenter,Retail,2401 US HWY 14 E,RICHLAND CENTER,RICHLAND,WI,53581-2996,Open,985447a4-5041-4a7b-9cb5-0519baac316d,-10057602.2247,5359676.1259
39230,"LOVELAND (N), CO",1008,WM Supercenter,Retail,250 W 65TH ST,LOVELAND,LARIMER,CO,80538-4668,Open,0697fd50-ddad-410b-ae84-ad747d41f3d2,-11697558.18,4932559.9754
39231,REPUBLIC MO,1009,WM Supercenter,Retail,1150 US HIGHWAY 60 E,REPUBLIC,GREENE,MO,65738-1580,Open,20b3a146-e9eb-4e9a-8eea-09ad6eeb321f,-10403754.1888,4456961.4313
39232,ROCKINGHAM NC,1010,WM Supercenter,Retail,720 E US HIGHWAY 74,ROCKINGHAM,RICHMOND,NC,28379-7206,Open,2621ce56-1d45-482c-9504-067a02b2fc02,-8876490.5162,4152083.0658
39233,RINCON GA,1011,WM Supercenter,Retail,434 S COLUMBIA AVE,RINCON,EFFINGHAM,GA,31326-9079,Open,a1701a10-8eb7-457d-91d0-a11b63e11f40,-9042023.4895,3799449.3371
39234,BEAVER DAM WI,1012,WM Supercenter,Retail,120 FRANCES LN,BEAVER DAM,DODGE,WI,53916-1165,Open,ec411a7e-a2b0-4794-839e-5ec2f6f2e7f0,-9886530.1047,5386742.1272
39235,CLINTON IN,1013,Wal-Mart,Retail,1795 E STATE ROAD 163,CLINTON,VERMILLION,IN,47842-7327,Open,7229909d-2673-4a6b-9671-2022c7da0b2e,-9732780.2995,4816102.7733
39236,INDEPENDENCE MO,1014,WM Supercenter,Retail,4000 S BOLGER RD,INDEPENDENCE,JACKSON,MO,64055-6776,Open,4d8e487c-ef55-4d5e-9a8f-0c10d1fd24dc,-10504886.9443,4728281.5983
39237,"EL PASO, TX",1015,WM Supercenter,Retail,7555 N MESA ST,EL PASO,EL PASO,TX,79912-3505,Open,d567a692-1e92-42ac-a6e3-054662b9fa02,-11862862.7258,3741821.6711
39238,THIBODAUX LA,1016,WM Supercenter,Retail,410 N CANAL BLVD,THIBODAUX,LAFOURCHE,LA,70301-2956,Open,e2b6ae40-fac7-4037-b3d9-f974a8b71bfd,-10109848.4692,3479089.7363
39239,MANNING SC,1017,WM Supercenter,Retail,2010 PAXVILLE HWY,MANNING,CLARENDON,SC,29102-6434,Open,a4bc841f-6635-44e8-9608-c18bbcdb46ed,-8930738.953,3988630.4143
39240,EASTMAN GA,1018,WM Supercenter,Retail,1099 INDIAN DR,EASTMAN,DODGE,GA,31023-7663,Open,54c405e3-79af-4907-878b-c04f9cc73cf4,-9259299.9886,3786824.3746
39241,CANON CITY CO,1019,WM Supercenter,Retail,3105 E US HIGHWAY 50,CANON CITY,FREMONT,CO,81212-2797,Open,62d688c7-1f8a-4b5f-87e2-cf8a24b0cc87,-11709858.8724,4643002.034
39242,ALBERT LEA MN,1020,WM Supercenter,Retail,1550 BLAKE AVE,ALBERT LEA,FREEBORN,MN,56007-6304,Open,bcd6b4e9-f996-495a-b3ea-5021edcd0f07,-10388950.3663,5413599.0239
39243,WARRENTON MO,1021,WM Supercenter,Retail,500 WARREN COUNTY CTR,WARRENTON,WARREN,MO,63383-3023,Open,5f389e8e-6d3f-4552-80c7-7ef285d91681,-10145954.6121,4696398.1847
39244,TYLER (W) TX,1022,WM Supercenter,Retail,3820 STATE HIGHWAY 64 W,TYLER,SMITH,TX,75704-6924,Open,4eed08a3-d7a5-4ca1-ab06-d7e812c1ae66,-10613811.0623,3809498.7017
39245,GALAX VA,1023,WM Supercenter,Retail,1140 E STUART DR,GALAX,GALAX CITY,VA,24333-2630,Open,06a56fec-8d29-430e-8f49-fdc1a9dcc67a,-9003641.197,4396349.6727
39246,SWAINSBORO GA,1024,WM Supercenter,Retail,414 S MAIN ST,SWAINSBORO,EMANUEL,GA,30401-3676,Open,71c4dc0e-a2a2-4eca-b966-a49df25a7e69,-9164991.3405,3840763.9638
39247,MCCOMB MS,1025,WM Supercenter,Retail,1608 VETERANS BLVD,MCCOMB,PIKE,MS,39648-2031,Open,2e7b72c2-840c-4bc1-9547-c6f8463e08a8,-10071446.8071,3667012.4355
39248,BEDFORD IN,1026,WM Supercenter,Retail,3200 JOHN WILLIAMS BLVD,BEDFORD,LAWRENCE,IN,47421-9153,Open,b25e5665-3af3-47f0-85c0-4693d9b0ea67,-9630812.9817,4702408.7177
39249,CONCORD NC,1027,WM Supercenter,Retail,150 CONCORD COMMONS PL SW,CONCORD,CABARRUS,NC,28027-5026,Open,077b7783-f0c6-44ea-9e4c-8e9c8449b28e,-8974891.4914,4216860.3662
39250,"EAST PEORIA, IL",1028,WM Supercenter,Retail,401 RIVER RD,EAST PEORIA,TAZEWELL,IL,61611-2063,Open,3cba19d7-b22a-4348-a5d3-ae1fcbc10b34,-9972552.3526,4965807.2049
39251,HOMOSASSA FL,1029,WM Supercenter,Retail,6885 S SUNCOAST BLVD,HOMOSASSA,CITRUS,FL,34446-3404,Open,9e0ee6e5-e8dd-4500-8f80-43bf0f632be4,-9189423.0744,3345498.4185
39252,LANCASTER SC,1030,WM Supercenter,Retail,805 HWY 9 BYPASS WES,LANCASTER,LANCASTER,SC,29720-4773,Open,f2915e2f-7702-4b18-a067-964af9b33350,-8992918.1244,4127825.3049
39253,PANAMA CITY FL,1032,WM Supercenter,Retail,2101 S HIGHWAY 77,LYNN HAVEN,BAY,FL,32444-4631,Open,aacdaf38-5422-45b0-9643-62ad4b1e8be7,-9534099.4987,3532670.0874
39254,SEYMOUR IN,1033,WM Supercenter,Retail,1600 E TIPTON ST,SEYMOUR,JACKSON,IN,47274-3560,Open,4cf03fcc-efed-4dc8-bf5f-006439c738b9,-9558376.2202,4715369.9922
39255,SHELBY NC,1034,WM Supercenter,Retail,705 E DIXON BLVD,SHELBY,CLEVELAND,NC,28152-6821,Open,4c6e2fe5-4c95-4d1e-9e63-6e0ca350589b,-9075874.6335,4201637.2969
39256,SPARTANBURG SC,1035,WM Supercenter,Retail,141 DORMAN CENTRE DR,SPARTANBURG,SPARTANBURG,SC,29301-2625,Open,11447174-a4c3-46bb-b409-4ba2aea3a9e3,-9126521.8848,4154819.3487
39257,"FOREST CITY, NC",1036,WM Supercenter,Retail,197 PLAZA DR,FOREST CITY,RUTHERFORD,NC,28043-3712,Open,a901864c-d113-43b4-8e47-ff8b4a18bcbd,-9117011.3041,4209503.0141
39258,SUMMERVILLE SC,1037,WM Supercenter,Retail,1317 N MAIN ST STE A1,SUMMERVILLE,BERKELEY,SC,29483-7342,Open,f682eb8d-c9d1-4654-acbc-71c3faa05dac,-8922633.8922,3899940.1927
39259,WASECA MN,1038,WM Supercenter,Retail,2103 STATE ST N,WASECA,WASECA,MN,56093-2605,Open,017e7042-208e-4707-94d3-e7c0f04af399,-10409478.571,5480539.386
39260,MOUNT AIRY NC,1039,WM Supercenter,Retail,2241 ROCKFORD ST,MOUNT AIRY,SURRY,NC,27030-5262,Open,2d4264ca-56dc-493b-8e99-b91c8da2075e,-8974406.695,4365750.9872
39261,HOUSTON (SPENCER) TX,1040,WM Supercenter,Retail,15955 FM 529 RD,HOUSTON,HARRIS,TX,77095-2513,Open,5e6a2455-c13d-490b-9faa-53db258203b7,-10647899.5394,3487746.9357
39262,WESLACO TX,1041,WM Supercenter,Retail,1310 N TEXAS BLVD,WESLACO,HIDALGO,TX,78599-0000,Open,1928bac8-ec15-43eb-9bfd-94f0991f5d38,-10907947.8811,3020739.2624
39263,BASTROP TX,1042,WM Supercenter,Retail,488 HIGHWAY 71 W,BASTROP,BASTROP,TX,78602-3731,Open,32668aa0-3f3b-4994-8034-ebc0ee75da65,-10835004.2263,3516846.7275
39264,PAULS VALLEY OK,1043,WM Supercenter,Retail,2008 W GRANT AVE,PAULS VALLEY,GARVIN,OK,73075-9230,Open,28fc52a0-8809-41a7-91f1-3dfca3093d66,-10825685.2265,4128151.085
39265,TYLER TX,1044,WM Supercenter,Retail,5050 TROUP HWY,TYLER,SMITH,TX,75707-1916,Open,ad690dc4-559d-43b3-ba9a-b5b8d8474282,-10604311.9475,3802497.3012
39266,LAFAYETTE CO,1045,WM Supercenter,Retail,745 US HIGHWAY 287,LAFAYETTE,BOULDER,CO,80026-8955,Open,fc726396-a639-4742-8343-7bb6433bd860,-11700250.2193,4866813.0588
39267,CARRIZO SPRINGS TX,1046,Wal-Mart,Retail,2214 N 1ST ST,CARRIZO SPRINGS,DIMMIT,TX,78834-2036,Open,3514e2d0-ce02-4d82-a0eb-82c0f8a7c0db,-11115089.8538,3317580.6487
39268,MORROW GA,1047,WM Supercenter,Retail,6065 JONESBORO RD,MORROW,CLAYTON,GA,30260-1106,Open,730906f6-c8d3-429d-ab09-2ee697f1949f,-9388720.0286,3973841.0554
39269,WILLIAMSBURG KY,1048,WM Supercenter,Retail,589 W HIGHWAY 92,WILLIAMSBURG,WHITLEY,KY,40769-1684,Open,0bc477dd-485f-406b-96f6-4130193e7514,-9369956.6831,4400239.7838
39271,LEVELLAND TX,1051,WM Supercenter,Retail,407 E STATE ROAD 114,LEVELLAND,HOCKLEY,TX,79336-2629,Open,5358f24d-2c3a-48bf-ba27-4735e7ac95f9,-11394808.6835,3974720.5312
39272,FAYETTE AL,1052,WM Supercenter,Retail,3186 HIGHWAY 171 N,FAYETTE,FAYETTE,AL,35555-6172,Open,694279e8-7fe1-440d-beef-8ba6cac120d1,-9774813.426,3992829.9923
39273,LA GRANGE KY,1053,WM Supercenter,Retail,1015 NEW MOODY LN,LA GRANGE,OLDHAM,KY,40031-9142,Open,03ed9704-fb78-4cd2-8503-cc69bfb2386e,-9503623.4504,4635330.0308
39274,ATCHISON KS,1054,WM Supercenter,Retail,1920 HIGHWAY 73,ATCHISON,ATCHISON,KS,66002-5102,Open,29ef0dcc-3d28-445e-9a8a-a2148dea1d4f,-10589737.2205,4799388.6311
39275,GARLAND TX,1055,WM Supercenter,Retail,5302 N GARLAND AVE,GARLAND,DALLAS,TX,75040-2715,Open,0c7a2d6b-bb89-4db8-9270-7e42056e1f43,-10758200.9021,3890312.3976
39276,NEWCASTLE OK,1056,WM Supercenter,Retail,3300 TRI CITY DR,NEWCASTLE,MCCLAIN,OK,73065-6599,Open,795c5c3a-967d-41ce-acc8-8a1618d3ae2a,-10865502.2046,4203891.2818
39277,TALLASSEE AL EF,1057,WM Supercenter,Retail,2190 GILMER AVENUE,TALLASSEE,ELMORE,AL,36078-7123,Open,3ad8b651-ef83-439c-af1d-868eacdd3f91,-9565832.2327,3837827.7902
39278,MONTROSE CO,1058,WM Supercenter,Retail,16750 S TOWNSEND AVE,MONTROSE,MONTROSE,CO,81401-5410,Open,0dc6179d-ceb0-4871-9e3c-d2f24e4c9f97,-12007298.6519,4643059.7432
39279,FOREST MS,1059,WM Supercenter,Retail,1309 HIGHWAY 35 S,FOREST,SCOTT,MS,39074-5010,Open,00f59b33-e009-4841-9abb-7d8d13a6db6b,-9961555.2114,3807844.6736
39280,MORGANTON NC,1060,WM Supercenter,Retail,G120 MORGANTON HEIGHTS BLVD,MORGANTON,BURKE,NC,28655-5210,Open,e313a4e5-f886-42ab-b622-1712878aa32b,-9095373.3555,4263142.7021
39281,HAZELHURST GA,1061,WM Supercenter,Retail,136 E JARMAN ST,HAZLEHURST,JEFF DAVIS,GA,31539-6130,Open,ebbca70d-8f67-4b53-9dba-aadc4e1f2f04,-9193496.6999,3745200.5394
39282,WEBSTER TX,1062,WM Supercenter,Retail,150 W EL DORADO BLVD,FRIENDSWOOD,HARRIS,TX,77546-6500,Open,872c77d0-cf50-4c50-849a-8555dff858bf,-10593075.1354,3446075.0979
39283,GENEVA AL,1063,Wal-Mart,Retail,1608 W MAGNOLIA AVE,GENEVA,GENEVA,AL,36340-1237,Open,ab0b61bd-4ddd-4b06-8d5c-c7b9c02aa7cf,-9562275.3524,3639434.7884
39284,LENOIR NC,1064,WM Supercenter,Retail,935 BLOWING ROCK BLVD,LENOIR,CALDWELL,NC,28645-3785,Open,915903a0-2b89-4954-9886-800176d634cb,-9075889.3276,4290790.424
39285,HOPE AR,1065,WM Supercenter,Retail,2400 N HERVEY ST,HOPE,HEMPSTEAD,AR,71801-8418,Open,e8a54484-69d3-481e-bd25-179bf68c5553,-10421135.3914,3986029.6671
39286,PASCAGOULA MS,1066,WM Supercenter,Retail,4253 DENNY AVE,PASCAGOULA,JACKSON,MS,39581-5502,Open,47506c34-27ca-49b4-95da-fa712108efea,-9853853.6041,3553344.8368
39287,HALLETSVILLE TX,1067,Wal-Mart,Retail,1506 N TEXANA ST,HALLETTSVILLE,LAVACA,TX,77964-2036,Open,05e32e1a-f7f0-4bda-8ecd-13d7bb2c30f5,-10791089.1325,3434139.7703
39288,SEBASTIAN FL,1068,WM Supercenter,Retail,2001 US HIGHWAY 1,SEBASTIAN,INDIAN RIVER,FL,32958-1615,Open,634f362d-6265-4661-b3a6-d074e33c8398,-8959197.3356,3227475.2118
39289,NEWTON MS,1069,WM Supercenter,Retail,231 EASTSIDE DR,NEWTON,NEWTON,MS,39345-8035,Open,4ea784e6-0ab0-44f2-ace6-f65b05303082,-9923207.4279,3807876.4264
39290,ELLIJAY GA,1070,WM Supercenter,Retail,88 HIGHLAND XING,EAST ELLIJAY,GILMER,GA,30540-6052,Open,87e372de-3897-47e8-bada-820a8ee7406b,-9405184.9605,4117285.0316
39291,WOOD RIVER IL,1071,WM Supercenter,Retail,610 WESLEY DR,WOOD RIVER,MADISON,IL,62095-1894,Open,40dc8fbc-fa2d-4829-86c4-c8d526eb82a7,-10026575.2562,4703140.0347
39292,TIFTON GA,1072,WM Supercenter,Retail,1830 US HIGHWAY 82 W,TIFTON,TIFT,GA,31793-8164,Open,9cd61254-4146-490c-95e0-c8be3553ac48,-9299892.7522,3690380.1367
39293,LAMPASSAS TX,1073,WM Supercenter,Retail,1710 CENTRAL TEXAS EXPY,LAMPASAS,LAMPASAS,TX,76550-3421,Open,d93bb858-8899-4255-9627-eaf7ffb49d3a,-10926999.6554,3640770.8957
39294,GRENADA MS,1074,WM Supercenter,Retail,1655 SUNSET DR,GRENADA,GRENADA,MS,38901-4061,Open,b0cc71a4-074b-4441-88e2-dac108d1984d,-10000706.4989,3999507.7795
39295,CLARKSVILLE TN,1075,WM Supercenter,Retail,1680 FORT CAMPBELL BLVD,CLARKSVILLE,MONTGOMERY,TN,37042-3537,Open,54bdd102-7b24-4b7c-916f-827cc15a9605,-9730764.5261,4380763.0405
39296,MACON GA,1076,WM Supercenter,Retail,1401 GRAY HWY,MACON,BIBB,GA,31211-1905,Open,48227a86-cbc3-49d2-b242-da33b1a52d44,-9307509.2318,3877145.6513
39297,"TALLAHASSEE, FL",1077,WM Supercenter,Retail,3535 APALACHEE PKWY,TALLAHASSEE,LEON,FL,32311-5330,Open,6a166183-7c0f-426b-b4ae-e848e145e032,-9374693.8841,3558359.5436
39298,BALLINGER TX,1078,Wal-Mart,Retail,2005 HUTCHINS AVE,BALLINGER,RUNNELS,TX,76821-4427,Open,c0229517-4d64-422b-af72-363fdf04c760,-11127582.3497,3726670.2398
39299,NEW SMYRNA BEACH FL,1079,WM Supercenter,Retail,3155 STATE RD 44,NEW SMYRNA BEACH,VOLUSIA,FL,32168-8880,Open,33115d76-9295-41b7-83db-d7f2dcc68cf9,-9016173.5453,3377641.5171
39300,JOHNSON CITY TN,1080,WM Supercenter,Retail,3111 BROWNS MILL RD,JOHNSON CITY,WASHINGTON,TN,37604-1418,Open,9e63fd38-8150-4893-8136-cc08eed31899,-9172601.6975,4350191.9008
39301,GAINESVILLE FL,1081,WM Supercenter,Retail,2900 SW 42ND ST,GAINESVILLE,ALACHUA,FL,32608-2379,Open,b21fb0d2-4622-41b8-a457-2d3868305884,-9171462.4538,3455765.5564
39302,JACKSONVILLE FL,1082,WM Supercenter,Retail,10991 SAN JOSE BLVD STE 1,JACKSONVILLE,DUVAL,FL,32223-6600,Open,38cd1c95-6948-4621-8afb-3e41692fc0c6,-9086487.6111,3526359.6231
39303,JACKSONVILLE FL,1083,WM Supercenter,Retail,6830 NORMANDY BLVD,JACKSONVILLE,DUVAL,FL,32205-1902,Open,cf254ca8-b4ba-43dc-8a52-49b78c3b9b13,-9101301.1184,3542379.2417
39304,ORLANDO FL,1084,Wal-Mart,Retail,3838 S SEMORAN BLVD,ORLANDO,ORANGE,FL,32822-4006,Open,12b76085-3b0c-469f-aec2-29bae8fd4246,-9051698.7117,3312792.8432
39305,PORT RICHEY FL,1085,WM Supercenter,Retail,8701 US HIGHWAY 19,PORT RICHEY,PASCO,FL,34668-5349,Open,538916c5-064d-4b47-b187-055c3c66ead1,-9208180.8539,3284746.5822
39306,SAINT CLOUD FL,1086,WM Supercenter,Retail,4400 13TH ST,SAINT CLOUD,OSCEOLA,FL,34769-6763,Open,5a7678b1-9e52-43aa-b2d7-02b9c40fb814,-9052015.4157,3281212.8449
39307,STUART FL,1087,WM Supercenter,Retail,4001 SE FEDERAL HWY,STUART,MARTIN,FL,34997-4909,Open,b94c9566-7c29-40e2-9609-c6b2452aa5f4,-8929896.0419,3143099.4289
39308,BILOXI MS,1088,WM Supercenter,Retail,2681 CT SWITZER SR DR,BILOXI,HARRISON,MS,39531-4500,Open,0c568bbb-4643-473f-8e6d-d0a3a1415887,-9906878.8624,3554095.6509
39309,KIMBALL /JASPER TN,1089,WM Supercenter,Retail,525 KIMBALL CROSSING DR,KIMBALL,MARION,TN,37347-5649,Open,9b4f273b-a949-4d56-9910-ac2050b390d5,-9538018.0561,4169385.3435
39310,JACKSONVILLE FL,1090,WM Supercenter,Retail,6767 103RD ST,JACKSONVILLE,DUVAL,FL,32210-7135,Open,24340408-48ac-4c77-ba06-b16994b0d40b,-9100704.6685,3535811.4852
39311,ANDALUSIA AL,1091,WM Supercenter,Retail,1991 M. L. KING JR.,ANDALUSIA,COVINGTON,AL,36420-4145,Open,650b24b3-4580-481d-8705-5875921e8bd3,-9623009.5968,3674606.8145
39312,RANTOUL IL,1093,WM Supercenter,Retail,845 BROADMEADOW RD,RANTOUL,CHAMPAIGN,IL,61866-2119,Open,79b8b685-fdf6-4123-bc2e-00b48dd14836,-9816003.4187,4910438.1331
39313,RAYTOWN MO,1094,WM Supercenter,Retail,10300 E HIGHWAY 350,RAYTOWN,JACKSON,MO,64138-1803,Open,447a8314-9c09-4871-8b65-60fa7e446745,-10515163.5144,4719343.4507
39314,GLENWOOD SPRINGS CO,1095,Wal-Mart,Retail,3010 BLAKE AVE,GLENWOOD SPRINGS,GARFIELD,CO,81601-4400,Open,f2416155-2e89-4c1d-b568-1a017b2e2550,-11946790.9427,4796716.7712
39315,MOCKSVILLE NC,1096,WM Supercenter,Retail,261 COOPER CREEK DR,MOCKSVILLE,DAVIE,NC,27028-5967,Open,899f7cd8-541f-4288-aed3-d57b1450d81e,-8970984.5112,4290655.9753
39316,"ABERDEEN, NC",1097,WM Supercenter,Retail,250 TURNER ST,ABERDEEN,MOORE,NC,28315-2363,Open,42270625-5077-4090-b2f8-361efbd61dc6,-8841497.3455,4185603.7447
39317,PORT LAVACA TX,1098,WM Supercenter,Retail,400 TINEY BROWNING BLVD,PORT LAVACA,CALHOUN,TX,77979-5215,Open,9c284027-e4ed-4da1-89db-baf9d981dfbe,-10756520.4231,3328888.9644
39318,WICHITA KS,1099,WM Supercenter,Retail,501 E PAWNEE ST,WICHITA,SEDGWICK,KS,67211-4944,Open,173c6963-9309-4f11-97cc-3db6ba239880,-10834964.3739,4529811.9172
39319,HAMILTON AL,1100,WM Supercenter,Retail,1706 MILITARY ST S,HAMILTON,MARION,AL,35570-5021,Open,3d5fbc2f-8f51-4311-8273-12112d1e1426,-9795233.8734,4044865.1819
39320,WETUMPKA AL,1101,WM Supercenter,Retail,4538 US HIGHWAY 231,WETUMPKA,ELMORE,AL,36092-3333,Open,9b7932df-c301-4503-82e5-c32e40db7cc0,-9597096.9797,3830095.5894
39321,BAKER LA,1102,WM Supercenter,Retail,14507 PLANK RD,BAKER,EAST BATON ROUGE,LA,70714-5431,Open,02f7d0e9-e0fa-46f8-b421-76e0be64a241,-10144686.2378,3578360.0266
39322,HOUSTON (CORNERSTONE) TX,1103,WM Supercenter,Retail,3450 FM 1960 RD W,HOUSTON,HARRIS,TX,77068-3606,Open,03ec5925-3d5b-4088-9ca4-144186271797,-10629258.6454,3503311.7884
39323,INVERNESS FL,1104,WM Supercenter,Retail,2461 E GULF TO LAKE HWY,INVERNESS,CITRUS,FL,34453-3232,Open,ba832e46-e695-4e42-9020-6eea6610f32e,-9171901.6092,3357551.8275
39324,NORTH LITTLE ROCK AR,1105,WM Supercenter,Retail,4450 E MCCAIN BLVD,NORTH LITTLE ROCK,PULASKI,AR,72117-2519,Open,69a42e5f-c6a7-494f-9d6d-8aae6454a236,-10265290.6647,4134905.8784
39325,"VIDALIA, LA",1106,WM Supercenter,Retail,4283 CARTER ST,VIDALIA,CONCORDIA,LA,71373-3148,Open,d2143a0b-19c8-499f-b4e9-942cff45ba03,-10181568.7228,3707962.7926
39326,OAKDALE LA,1107,WM Supercenter,Retail,1900 HIGHWAY 165 S,OAKDALE,ALLEN,LA,71463-5098,Open,04fddaa0-886e-4f6f-8e7c-acf124a8b9ad,-10316851.5151,3605941.3353
39327,"OAK GROVE, LA",1108,WM Supercenter,Retail,705 S CONSTITUTION AVE,OAK GROVE,WEST CARROLL,LA,71263-9095,Open,877eb53c-6a83-4b7f-aeed-60991299634d,-10174061.8929,3875875.5716
39328,RAYVILLE LA,1109,WM Supercenter,Retail,1806 JULIA ST,RAYVILLE,RICHLAND,LA,71269-5560,Open,82d2b501-6c1a-4222-ba8a-b70db7746019,-10215049.6181,3824224.1801
39329,FARMERVILLE LA,1110,WM Supercenter,Retail,833 STERLINGTON HWY,FARMERVILLE,UNION,LA,71241-3805,Open,42ab769d-9c57-43f3-844a-4d82a6be2c23,-10285294.5545,3865277.9261
39330,HARTWELL GA,1111,WM Supercenter,Retail,1572 ANDERSON HWY,HARTWELL,HART,GA,30643-7197,Open,c5a0ce17-fc69-4404-8b11-04eb37c48113,-9228933.9239,4075843.4059
39331,THOMASTON GA,1112,WM Supercenter,Retail,855 N CHURCH ST,THOMASTON,UPSON,GA,30286-3622,Open,16b68a14-e5d5-4bc0-a3ef-09cf12f33902,-9388002.4632,3883692.1051
39332,"LONDON, KY",1113,WM Supercenter,Retail,1851 HIGHWAY 192 W,LONDON,LAUREL,KY,40741-3032,Open,ec9bb9e3-4ec6-449e-99b1-f6ac8f082255,-9361041.5504,4455014.8544
39333,"MOUNTAIN VIEW, AR",1114,WM Supercenter,Retail,409 SYLAMORE AVE,MOUNTAIN VIEW,STONE,AR,72560-8607,Open,ac2563bd-9ae6-4645-b816-4d50cc0b905a,-10252739.0581,4282349.5002
39334,HOHENWALD TN,1115,WM Supercenter,Retail,612 E MAIN ST,HOHENWALD,LEWIS,TN,38462-2008,Open,1c346e23-c239-4185-8fbf-f05d63327e52,-9743656.7703,4239875.8635
39335,DUNCAN OK,1116,WM Supercenter,Retail,3393 N 81 HWY,DUNCAN,STEPHENS,OK,73533-1413,Open,b7725ee6-9caa-49e0-aff3-d93a4e55a6f1,-10906012.1465,4099851.6702
39336,PLANO TX,1117,WM Supercenter,Retail,6001 N CENTRAL EXPY,PLANO,COLLIN,TX,75023-4702,Open,3a3a2dc2-88bc-4701-b28c-d9ad1fb2e98b,-10764358.2058,3902746.2944
39337,BALCH SPRINGS TX,1118,WM Supercenter,Retail,12300 LAKE JUNE RD,BALCH SPRINGS,DALLAS,TX,75180-1636,Open,5bc1bc66-3979-44ad-8b2e-eeb529c01b01,-10755176.5742,3859761.812
39338,NAPLES FL,1119,Wal-Mart,Retail,3451 TAMIAMI TRL E,NAPLES,COLLIER,FL,34112-4942,Open,836a752b-aacb-4820-a1aa-2f26097fc8c3,-9101777.2318,3014594.2931
39339,GLADSTONE MO,1120,WM Supercenter,Retail,7207 N M1 HWY,GLADSTONE,CLAY,MO,64119-5351,Open,e056604a-d26e-4980-8a7e-97a3b882db29,-10524777.5109,4754013.6888
39340,MILLEDGEVILLE GA,1121,WM Supercenter,Retail,2592 N COLUMBIA ST,MILLEDGEVILLE,BALDWIN,GA,31061-8709,Open,017273ba-147a-4e3b-8692-8c9b733f3d68,-9269043.7836,3910765.79
39341,EASTANOLLEE GA,1122,WM Supercenter,Retail,3886 HIGHWAY 17 ALT,EASTANOLLEE,STEPHENS,GA,30538-3808,Open,ecaeaee7-e353-4e67-acea-fe5cbcf84760,-9271132.1373,4102635.2232
39342,SENECA SC,1123,WM Supercenter,Retail,1636 SANDIFER BLVD,SENECA,OCONEE,SC,29678-0906,Open,b7da4b06-79de-4d7f-9fba-1f2a7a8da064,-9239390.7203,4121814.2293
39343,HARTSELLE AL,1124,WM Supercenter,Retail,1201 HIGHWAY 31 NW,HARTSELLE,MORGAN,AL,35640-4420,Open,d43c7be6-0372-4f90-bda2-8967446b43dd,-9679074.4338,4089730.7071
39344,"NORMAL, IL",1125,WM Supercenter,Retail,300 GREENBRIAR DR,NORMAL,MCLEAN,IL,61761-2278,Open,0bc4e2ca-1e89-41bc-9b09-85a356713c8c,-9901766.0695,4941088.9184
39345,BOERNE TX,1126,WM Supercenter,Retail,1381 S MAIN ST,BOERNE,KENDALL,TX,78006-2846,Open,db36ad79-28b7-46c9-a724-e8f81d7f404c,-10989944.5935,3475136.4172
39346,MARKSVILLE LA,1128,WM Supercenter,Retail,7162 HIGHWAY 1,MARKSVILLE,AVOYELLES,LA,71350-4351,Open,4773fcf8-fa36-478d-9e40-9890c0919d91,-10248348.6174,3645183.2067
39347,"AUSTIN (NW), TX",1129,WM Supercenter,Retail,13201 RANCH ROAD 620 N,AUSTIN,TRAVIS,TX,78717-1011,Open,6f3897e2-79ea-45e1-b7b0-e4bf41e18146,-10885856.3055,3563738.2583
39348,LAURENS SC,1130,WM Supercenter,Retail,922 E MAIN ST,LAURENS,LAURENS,SC,29360-3616,Open,a07d2955-71bc-4bb4-b8eb-c3b65ffcb545,-9126347.5585,4094731.5037
39349,TAYLORSVILLE NC,1131,WM Supercenter,Retail,901 NC HIGHWAY 16 S,TAYLORSVILLE,ALEXANDER,NC,28681-8941,Open,8e52b194-160a-460e-b567-ccf1197432c0,-9036465.53,4288101.3535
39350,ASHEBORO NC,1132,WM Supercenter,Retail,1226 E DIXIE DR,ASHEBORO,RANDOLPH,NC,27203-8856,Open,b2a9dc6f-6cbc-49e6-8ef0-01b82fb0d358,-8882135.5275,4258353.9552
39351,ALBEMARLE NC,1133,WM Supercenter,Retail,781 LEONARD AVE,ALBEMARLE,STANLY,NC,28001-5257,Open,61e67fe4-6636-44a0-add5-c2d0b2daa2ab,-8925117.6527,4210175.2219
39352,DE FUNIAK SPRINGS FL,1134,WM Supercenter,Retail,1226 FREEPORT HWY S,DEFUNIAK SPRINGS,WALTON,FL,32435-3396,Open,dc21e663-c693-41ce-a580-8735844d30d7,-9587390.3653,3594432.5315
39353,HARTSVILLE SC,1135,WM Supercenter,Retail,1150 S 4TH ST,HARTSVILLE,DARLINGTON,SC,29550-0705,Open,a0f55068-f9a0-49fd-b023-75ed2a79364f,-8912708.0898,4076922.1215
39354,PORT ALLEN LA,1136,WM Supercenter,Retail,3255 LA HIGHWAY 1 S,PORT ALLEN,WEST BATON ROUGE,LA,70767-5858,Open,eca9f5c1-e578-4f52-8150-96caeab28282,-10154211.8466,3557713.1679
